"res-5zx6ot href","res-aogzfy","res-inoga3 href","res-1j9e5pd href","res-ewgtgq","res-ewgtgq 2","res-du9bhi","res-1bl90s9","res-7axup0","res-7lz8jh","res-7axup0 2","res-7lz8jh 5","res-7axup0 6","res-9lmmub","res-du9bhi 2","res-kjzl78","res-kjzl78 2","res-kjzl78 3","res-kjzl78 4","text-snippet-expand-button","res-1mkhkpt src","res-1jn70yv","res-kjzl78 5","res-kjzl78 6","res-kjzl78 7","res-kjzl78 8"
"","","https://www.stepstone.de/cmp/de/atruvia-ag-275261/jobs","https://www.stepstone.de/stellenangebote--Cloud-Auditor-m-w-d-INAAAS-Muenster-Karlsruhe-Aschheim-Frankfurt-am-Main-Atruvia-AG--13698294-inline.html","Cloud-Auditor (m/w/d) | INAAAS","Atruvia AG","Münster, Karlsruhe, Aschheim, Frankfurt am Main","79.000 - 113.000 €/Jahr  (geschätzt für Vollzeit)","","","","","","vor 4 Wochen","Teilweise Home-Office","Für unser Stab Internal Audit (INA) im Tribe Audits and Audit Services (INAAAS) suchen wir dich in Voll- oder Teilzeit ab 30 Wochenstunden als Cloud- (m/w/d) in Frankfurt, Karlsruhe, München bzw. Münster. * Atruvia AG * Münster, Karlsruhe, Aschheim, Frankfurt am Main * Feste Anstellung * Homeoffice möglich, Teilzeit, Vollzeit - Anschreiben nicht erforderlich - Wir sind der Digitalisierungspartner der genossenschaftlichen FinanzGruppe und vereinen jahrzehntelange Banking-Expertise mit moderner Informationstechnologie. Die speziell auf Banken zugeschnittenen IT-Lösungen und Leistungen reichen vom Rechenzentrumsbetrieb über das Bankverfahren agree21 bis hin zur App-Entwicklung. Als deutschsprachiges Unternehmen nutzen wir zukunftsweisende Technologien wie künstliche Intelligenz oder Smart Data und schreiben Prozessoptimierung, Sicherheit und Regulatorik groß.","Auditor","","","mehr","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","Anschreiben nicht erforderlich","","","",""
"","","https://www.stepstone.de/cmp/de/prodyna-se-22458/jobs","https://www.stepstone.de/stellenangebote--Cloud-Architect-all-genders-Berlin-Hamburg-Frankfurt-am-Main-Duesseldorf-Muenchen-Stuttgart-PRODYNA-SE--13799000-inline.html","Cloud Architect (all genders)","PRODYNA SE","Berlin, Hamburg, Frankfurt am Main, Düsseldorf, München, Stuttgart","62.000 - 93.000 €/Jahr  (geschätzt für Vollzeit)","Englisch","|","Microsoft Azure","|","Kommunikation","vor 1 Woche","Teilweise Home-Office","","","","","","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","","","","",""
"","","https://www.stepstone.de/cmp/de/bwi-gmbh-82433/jobs","https://www.stepstone.de/stellenangebote--System-Engineer-Fileservice-m-w-d-Leipzig-Muenchen-Rheinbach-Rostock-BWI-GmbH--13788028-inline.html","System Engineer - Fileservice (m/w/d)","BWI GmbH","Leipzig, München, Rheinbach, Rostock","46.000 - 75.000 €/Jahr  (geschätzt für Vollzeit)","","","","","","vor 1 Woche","","Die SLA konforme Bereitstellung der  mit den durch uns bereitgestellten Ressourcen auf Basis der Protokolle NFS und SMB , ist ein wesentlicher Baustein für den Betrieb der Fileserver all unserer Kunden. * Installation, Konfiguration und Administration von Linux  (z.B. FreeBSD, RedHat, etc.) primär für  * Performanceanalysen,  und Fachdokumentationen * Kenntnisse im Bereich NAS  Ansible, Nextcloud und Grafana * BWI GmbH * Leipzig, München, Rheinbach, Rostock * Feste Anstellung * Vollzeit - Sei einer der ersten Bewerber - Schnelle Bewerbung - Als primärer Digitalisierungspartner der Bundeswehr erbringen wir stabile, sichere und effiziente IT-Services im In- und Ausland, vom Grundbetrieb bis in den einsatznahen Bereich und tragen so zur kontinuierlichen Erhöhung der Führungs- und Einsatzfähigkeit der Bundeswehr bei.","Speichersysteme","Systemen","Speichersysteme","mehr","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","Schnelle Bewerbung","Systemoptimierung","Speichersystemen,","",""
"","","https://www.stepstone.de/cmp/de/hilti-deutschland-ag-26563/jobs","https://www.stepstone.de/stellenangebote--Software-Engineer-DevOps-fuer-Embedded-m-w-d-Kaufering-bei-Muenchen-Hilti-Deutschland-AG--13854057-inline.html","Software Engineer DevOps für Embedded (m/w/d)","Hilti Deutschland AG","Kaufering bei München","49.000 - 68.000 €/Jahr  (geschätzt für Vollzeit)","","","","","","vor 1 Woche","Teilweise Home-Office","for Power Tools - Als Software Engineer  in unserem Embedded-Software-Entwicklungsteam für Elektrowerkzeuge gestaltest du die Zukunft unserer -Umgebung aktiv mit. * Übernimm Verantwortung für die gesamte -Toolchain und sorge dafür, dass sie modern, robust und zukunftsfähig bleibt * Mindestens 3 Jahre Erfahrung in der Softwareentwicklung oder  mit praktischer Expertise in CI/CD-Pipelines und Runner-Umgebungen * Hilti Deutschland AG * Kaufering bei München * Feste Anstellung * Homeoffice möglich, Teilzeit, Vollzeit - Anschreiben nicht erforderlich - Warum Hilti - Hilti ist ein global führendes Unternehmen in der Bauinnovation mit mehr als 34.000 Teammitgliedern in 120 Ländern. Unser Ziel ist es, das Bauwesen zu verbessern. Deshalb liegt es uns am Herzen, zu lernen, zu wachsen und neue Wege zu finden, eine bleibende Wirkung zu erzielen.","DevOps","DevOps","DevOps","mehr","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","Anschreiben nicht erforderlich","DevOps","DevOps,","",""
"","","https://www.stepstone.de/cmp/de/man-truck-%26-bus-group-29656/jobs","https://www.stepstone.de/stellenangebote--System-Test-Engineer-Cab-w-m-d-Muenchen-MAN-Truck-Bus-Group--13855896-inline.html","System Test Engineer Cab (w/m/d)","MAN Truck & Bus Group","München","","Informatik","|","Englisch","|","Deutsch","vor 1 Woche","Teilweise Home-Office","","","","","","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","","","","",""
"","","https://www.stepstone.de/cmp/de/capgemini-deutschland-gmbh-2692/jobs","https://www.stepstone.de/stellenangebote--AI-Platform-Engineer-w-m-d-Berlin-Dortmund-Duesseldorf-Frankfurt-Hamburg-Hannover-Koeln-Muenchen-Nuernberg-Stuttgart-Capgemini-Deutschland-GmbH--13527468-inline.html","AI Platform Engineer (w/m/d)","Capgemini Deutschland GmbH","Berlin, Dortmund, Düsseldorf, Frankfurt, Hamburg, Hannover, Köln, München, Nürnberg, Stuttgart","64.000 - 93.000 €/Jahr  (geschätzt für Vollzeit)","Python","|","DevOps Entwicklung","|","Deutsch","vor 1 Woche","Teilweise Home-Office","","","","","","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","","","","",""
"","","https://www.stepstone.de/cmp/de/x1f-gmbh-311578/jobs","https://www.stepstone.de/stellenangebote--Lead-Integration-Engineer-m-w-d-im-Team-Technology-Consulting-bundesweit-Duesseldorf-Frankfurt-Hamburg-Hannover-Muenchen-x1F-GmbH--13932537-inline.html","Lead Integration Engineer (m/w/d) im Team Technology Consulting","x1F GmbH","bundesweit, Düsseldorf, Frankfurt, Hamburg, Hannover, München","58.000 - 93.000 €/Jahr  (geschätzt für Vollzeit)","","","","","","vor 5 Tagen","Teilweise Home-Office","Als  (m/w/d) konzipierst und verantwortest du  in komplexen, verteilten Systemlandschaften. * Konzipieren: Mit deinem Architekturverständnis entwickelst du  definierst Schnittstellen und gestaltest Datenflüsse in verteilten Systemlandschaften und Microservice-Umgebungen. * Weiterentwickeln: Du treibst du  API-Governance und technische Standards voran und bewertest neue Technologien für zukunftsfähige Architekturen. * Implementieren: Routiniert setzt du  um, konfigurierst Schnittstellen und optimierst die Kommunikation über REST, SOAP sowie Event- und Messaging-Systeme wie Kafka oder RabbitMQ. * Entwickeln: Du setzt technische Lösungen entwicklungsnah um und erstellst Skripte, Mock Services oder Tools zur Unterstützung von  und Testprozessen.","Lead Integration Engineer","Integrationsarchitekturen","Integrationsarchitekturen,","mehr","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","Schnelle Bewerbung","Integrationskonzepte,","Integrationslösungen","Integrations-",""
"","","https://www.stepstone.de/cmp/de/senacor-technologies-ag-47734/jobs","https://www.stepstone.de/stellenangebote--Senior-Lead-Developer-m-w-d-Berlin-Bonn-Frankfurt-Hamburg-Muenchen-Nuernberg-Wien-Senacor-Technologies-AG--7785852-inline.html","Senior/ Lead Developer (m/w/d)","Senacor Technologies AG","Berlin, Bonn, Frankfurt, Hamburg, München, Nürnberg, Wien","59.000 - 91.000 €/Jahr  (geschätzt für Vollzeit)","Informatik","|","Englisch","|","Deutsch","vor 13 Stunden","","","","","","","","","","","",""
"","","https://www.stepstone.de/cmp/de/wwk-lebensversicherung-a-g-157651/jobs","https://www.stepstone.de/stellenangebote--CRM-Solution-Consultant-BSI-Customer-Suite-m-w-d-Muenchen-WWK-Lebensversicherung-a-G--13809480-inline.html","CRM Solution Consultant BSI Customer Suite (m/w/d)","WWK Lebensversicherung a. G.","München","58.000 - 76.000 €/Jahr  (geschätzt für Vollzeit)","Informatik","","","|","Kommunikation","vor 4 Tagen","Teilweise Home-Office","","","","","","","","","","",""
"","","https://www.stepstone.de/cmp/de/sopra-steria-3313/jobs","https://www.stepstone.de/stellenangebote--AI-Backend-Developer-m-w-d-bundesweit-Berlin-Frankfurt-Hamburg-Koeln-Leipzig-Muenchen-Sopra-Steria--13547947-inline.html","AI Backend Developer (m/w/d)","Sopra Steria","bundesweit, Berlin, Frankfurt, Hamburg, Köln, Leipzig, München","60.000 - 85.000 €/Jahr  (geschätzt für Vollzeit)","","","","","","vor 1 Woche","Teilweise Home-Office","Entwicklung robuster -Komponenten für datenintensive KI-Anwendungen – von der API-Architektur bis zur Modellintegration * Erfahrung in der -Entwicklung mit Python; Kenntnisse in Ruby sind ein Plus * Sopra Steria * bundesweit, Berlin, Frankfurt, Hamburg, Köln, Leipzig, München * Feste Anstellung * Homeoffice möglich, Vollzeit - Anschreiben nicht erforderlich - Wer wir sind - Wir sind als eine der führenden europäischen Management- und Technologieberatungen ein echter Tech-Player. Wir sehen uns als Vordenker*innen, handeln und denken strategisch, entwickeln mit unseren Kunden maßgeschneiderte Lösungen, sowie präzise Prozesse und implementieren innovative Technologien. Weltweit sind wir über 50.000 tech-affine und kluge Köpfe – gemeinsam gestalten wir die Zukunft unserer Kunden und die der Gesellschaft. Bist du bereit, das digitale Europa mitzugestalten? Deine Aufgaben","Backend","Backend","","mehr","","Anschreiben nicht erforderlich","","","",""
"","","https://www.stepstone.de/cmp/de/kassen%c3%a4rztliche-vereinigung-bayerns-kvb-19491/jobs","https://www.stepstone.de/stellenangebote--Anwendungsentwickler-m-w-d-IT-Security-DevSecOps-Architekt-in-Teilzeit-Augsburg-Muenchen-Kassenaerztliche-Vereinigung-Bayerns-KVB--11662172-inline.html","Anwendungsentwickler (m/w/d) IT-Security / DevSecOps-Architekt in Teilzeit","Kassenärztliche Vereinigung Bayerns (KVB)","Augsburg, München","54.000 - 92.000 €/Jahr  (geschätzt für Vollzeit)","","","","","","vor 3 Tagen","Teilweise Home-Office","Um diesen Bereich zu unterstützen, suchen wir Dich in Teilzeit (25 Std./ Woche) am Standort München oder Augsburg als  (m/w/d) - /  Agil und im modernen -Modell gestalten wir  – mit Herz, Hirn und Code. * Weiterentwicklung des -Ansatzes der Produkt-Teams insbesondere im Hinblick auf  by Design, Automatisierung und Kultur * Nachgewiesene Kenntnisse und Erfahrungen in den Bereichen - Architektur und Technologiemanagement - Die Erhaltung der -Sicherheit zählt zu den zentralen Maßnahmen zur Erreichung der strategischen Ziele der KVB. * Unterstützung der -Teams bei der Erarbeitung übergreifender Architektur- und Sicherheitskonzepte * Beratung von , Fachbereichen sowie Kollegen und Kolleginnen anderer Abteilungen der  * Großer Gestaltungsspielraum für innovative -Lösungen, die Zusammenarbeit ...","Anwendungsentwickler","IT","Security","mehr","","Schnelle Bewerbung","DevSecOps-Architekt.","DevSecOps","IT","DevSecOps"
"","","https://www.stepstone.de/cmp/de/inovex-gmbh-24494/jobs","https://www.stepstone.de/stellenangebote--DevOps-Engineer-Linux-Karlsruhe-Koeln-Muenchen-Hamburg-Stuttgart-Erlangen-oder-Berlin-inovex-GmbH--10018853-inline.html","DevOps Engineer* Linux","inovex GmbH","Karlsruhe, Köln, München, Hamburg, Stuttgart, Erlangen oder Berlin","65.000 - 85.000 €/Jahr  (geschätzt für Vollzeit)","Englisch","|","Microsoft Azure","|","Git","vor 1 Woche","Teilweise Home-Office","","","","","","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","","","","",""
"","","https://www.stepstone.de/cmp/de/arsandis-gmbh-324466/jobs","https://www.stepstone.de/stellenangebote--Java-Entwickler-m-w-d-Pfaffenhofen-an-der-Ilm-Arsandis-GmbH--11014617-inline.html","Java Entwickler (m/w/d)","Arsandis GmbH","Pfaffenhofen an der Ilm","37.000 - 54.000 €/Jahr  (geschätzt für Vollzeit)","","","","","Englisch","vor 4 Tagen","","","","","","","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","","","","",""
"","","https://www.stepstone.de/cmp/de/avabis-gmbh-148401/jobs","https://www.stepstone.de/stellenangebote--Softwaretester-Testanalyst-m-w-d-Schwerpunkt-KI-gestuetztes-Testfalldesign-Dortmund-Berlin-Hamburg-Hannover-Koeln-Frankfurt-am-Main-Stuttgart-Muenchen-AVABIS-GmbH--12838533-inline.html","Softwaretester / Testanalyst (m/w/d) – Schwerpunkt KI-gestütztes Testfalldesign","AVABIS GmbH","Dortmund, Berlin, Hamburg, Hannover, Köln, Frankfurt am Main, Stuttgart, München","55.000 - 75.000 €/Jahr  (geschätzt für Vollzeit)","","","","","","vor 4 Wochen","Teilweise Home-Office","AVABIS GmbH * Dortmund, Berlin, Hamburg, Hannover, Köln, Frankfurt am Main, Stuttgart, München * Feste Anstellung * Homeoffice möglich, Vollzeit - Schnelle Bewerbung - Du suchst neue Herausforderungen und eine langfristige Zusammenarbeit? Du möchtest Dich fachlich und individuell weiterentwickeln und Deine Tatkraft in ein gutes Team einbringen? Wenn ja, dann bist Du bei uns richtig! Die AVABIS GmbH ist ein mittelständisches Beratungsunternehmen. Unsere Schwerpunkte liegen in den Bereichen Softwareentwicklung und Softwaretesten. Wir sind vor allem für Marktführer in den Branchen Automotive, E-Commerce, Gesundheit, Telekommunikation und Transport & Logistik tätig. Mit dem Hauptsitz in Dortmund, unserer Geschäftsstelle in Berlin und unseren bundesweiten Projektstandorten sind wir immer in Deiner Nähe. Deine Aufgaben * Erstellung von Testfällen","","","","mehr","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","Schnelle Bewerbung","","","",""
"","","https://www.stepstone.de/cmp/de/krankenhaus-agatharied-ku-101094/jobs","https://www.stepstone.de/stellenangebote--Applikationsmanager-m-w-d-Klinische-Informationssysteme-Hausham-Landkreis-Miesbach-Bayern-Krankenhaus-Agatharied-KU--13932147-inline.html","Applikationsmanager (m/w/d) Klinische Informationssysteme","Krankenhaus Agatharied KU","Hausham, Landkreis Miesbach (Bayern)","49.000 - 68.000 €/Jahr  (geschätzt für Vollzeit)","","","","","","vor 5 Tagen","Teilweise Home-Office","Zur Verstärkung unseres Teams der IT suchen wir zum 01.06.2026 einen  (m/w/d) Klinische Informationssysteme in Voll- /Teilzeit! * Krankenhaus Agatharied KU * Hausham, Landkreis Miesbach (Bayern) * Feste Anstellung * Homeoffice möglich, Vollzeit - Sei einer der ersten Bewerber - Schnelle Bewerbung - Wir sind Agatharied: Werden Sie Teil des Teams! Das Krankenhaus Agatharied ist eine moderne Akutklinik im Landkreis Miesbach und verfügt über 350 Planbetten. Das medizinische Leistungsspektrum umfasst die Fachbereiche Akut- und Notfallmedizin, Allgemein-, Viszeral-, Gefäß- und endokrine Chirurgie, Unfallchirurgie und Orthopädie mit Schulterchirurgie, Endoprothetik und Alterstraumatologie, Kardiologie, Gastroenterologie, Neurologie, Geriatrie, Gynäkologie und Geburtshilfe sowie Kinder- und Jugendmedizin. Im Haus integriert sind Praxen für Orthopädie, Gynäkologie, Radiologie, Onkologie und Strahlenheilkunde.","Applikationsmanager","","","mehr","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","Schnelle Bewerbung","","","",""
"","","https://www.stepstone.de/cmp/de/bwi-gmbh-82433/jobs","https://www.stepstone.de/stellenangebote--SecOps-Engineer-Full-Managed-Cloud-Stack-m-w-d-Muenchen-Frankfurt-Hamburg-Nuernberg-Ulm-Berlin-Bonn-Leipzig-BWI-GmbH--13817470-inline.html","SecOps Engineer - Full Managed Cloud Stack (m/w/d)","BWI GmbH","München, Frankfurt, Hamburg, Nürnberg, Ulm, Berlin, Bonn, Leipzig","49.000 - 80.000 €/Jahr  (geschätzt für Vollzeit)","","","","","","vor 2 Tagen","Teilweise Home-Office","BWI GmbH * München, Frankfurt, Hamburg, Nürnberg, Ulm, Berlin, Bonn, Leipzig * Feste Anstellung * Homeoffice möglich, Vollzeit - Sei einer der ersten Bewerber - Schnelle Bewerbung - Als primärer Digitalisierungspartner der Bundeswehr erbringen wir stabile, sichere und effiziente IT-Services im In- und Ausland, vom Grundbetrieb bis in den einsatznahen Bereich und tragen so zur kontinuierlichen Erhöhung der Führungs- und Einsatzfähigkeit der Bundeswehr bei. Mit über 8.000 Kolleg*innen betreiben und modernisieren wir eine der größten und komplexesten IT-Infrastrukturen in Deutschland. Wir suchen verantwortungsvolle IT-Spezialist*innen, die die Bundeswehr-IT aus Überzeugung in herausfordernden Digitalisierungsvorhaben weiterentwickeln und so einen Beitrag zur Sicherheit Deutschlands leisten wollen. Sorge gemeinsam mit uns für die digitale Zukunftsfähigkeit der Bundeswehr.","","","","mehr","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","Schnelle Bewerbung","","","",""
